x,y
465,9685.335
466,9258.1309
467,9811.4131
468,10053.924
469,9137.3525
470,9843.043
471,10224.819
472,12449.113
473,12244.828
474,10946.271
475,10258.308
476,10361.25
477,9859.1377
478,11851.538
479,11438.102
480,13141.376
481,13308.649
482,14739.523
483,15305.616
484,12857.482
485,13002.595
486,14062.597
487,14900.185
488,13777.574
489,14128.545
490,15489.102
491,15838.554
492,14909.625
493,14714.51
494,15669.907
495,14368.547
496,12632.085
497,13617.47
498,12586.818
499,11462.573
500,12170.39
501,11919.241
502,11892.512
503,12541.569
504,14546.496
505,15018.055
506,14424.36
507,11233.974
508,11647.541
509,12142.863
510,13584.532
511,14657.595
512,12618.731
