x,y
222,0.048293586
223,0.049095395
224,0.049979441
225,0.050938871
226,0.051781798
227,0.052823465
228,0.057024397
229,0.059059759
230,0.057743969
231,0.055715461
232,0.053577303
233,0.051966831
234,0.049383224
235,0.046354167
236,0.043866502
237,0.041810581
238,0.040042489
239,0.038843202
240,0.038315515
241,0.039412007
242,0.040631853
243,0.040816886
244,0.041091009
245,0.042084704
246,0.042358827
247,0.042646656
248,0.042605537
249,0.042214912
250,0.041611842
251,0.041570724
252,0.041995614
253,0.041550164
254,0.041193805
255,0.041330866
256,0.041611842
257,0.041474781
258,0.040063048
259,0.038952851
260,0.038712993
261,0.039014529
262,0.040549616
263,0.041166393
264,0.040481086
265,0.039535362
266,0.039686129
267,0.040439967
268,0.040700384
269,0.040905976
270,0.041611842
271,0.043832237
272,0.04453125
273,0.044147478
274,0.043667763
275,0.042941338
276,0.04122807
277,0.039247533
278,0.037123081
279,0.036149945
280,0.036520011
281,0.037376645
282,0.037986568
283,0.038966557
284,0.038137336
285,0.037390351
286,0.036711897
287,0.036437774
288,0.037006579
289,0.037876919
290,0.038665022
291,0.039672423
292,0.04002193
293,0.040124726
294,0.039925987
295,0.039761513
296,0.040104167
297,0.040001371
298,0.04020011
299,0.039206414
300,0.038390899
301,0.037801535
302,0.037342379
303,0.037904331
304,0.037356086
305,0.036787281
306,0.035272752
307,0.032833059
308,0.031736568
309,0.031016996
310,0.030873081
311,0.030756579
312,0.030359101
313,0.028981634
314,0.028104441
315,0.027933114
316,0.027967379
317,0.029002193
318,0.030338542
319,0.032216283
320,0.033278509
321,0.032449287
322,0.031688596
323,0.03098273
324,0.030900493
325,0.030701754
326,0.030030154
327,0.030187774
328,0.030215186
329,0.030345395
330,0.030509868
331,0.030722314
332,0.031297971
333,0.030516721
334,0.029893092
335,0.029235197
336,0.028358004
337,0.028323739
338,0.027775493
339,0.027439693
340,0.027734375
341,0.027419134
342,0.027446546
343,0.027069627
344,0.027103893
345,0.027405428
346,0.027487664
347,0.027713816
348,0.028111294
349,0.027967379
350,0.028330592
351,0.029002193
352,0.029317434
353,0.030208333
354,0.031229441
355,0.031496711
356,0.030722314
357,0.030317982
358,0.029817708
359,0.028824013
360,0.028008498
361,0.027617873
362,0.027727522
363,0.028358004
364,0.029975329
365,0.031572094
366,0.032668586
367,0.032826206
368,0.032805647
369,0.031969572
370,0.030948465
371,0.029934211
372,0.029365406
373,0.029721765
374,0.030242599
375,0.031016996
376,0.031407621
377,0.031901042
378,0.032202577
379,0.031887336
380,0.031921601
381,0.031647478
382,0.030729167
383,0.029701206
384,0.028618421
385,0.028673246
386,0.028714364
387,0.028858279
388,0.029009046
389,0.028604715
390,0.028741776
391,0.028919956
392,0.028618421
393,0.02908443
394,0.030215186
395,0.030605811
396,0.029804002
397,0.029146107
398,0.028892544
399,0.029433936
400,0.030441338
401,0.031352796
402,0.032764529
403,0.03464227
404,0.035800439
405,0.036931195
406,0.037486294
407,0.037328673
408,0.037637061
409,0.038493695
410,0.039124178
411,0.039740954
412,0.041022478
413,0.040878564
414,0.040474232
415,0.040796327
416,0.040947094
417,0.040501645
418,0.040042489
419,0.039617599
420,0.039706689
421,0.040248081
422,0.040460526
423,0.039549068
424,0.038075658
425,0.036376096
426,0.033874726
427,0.030208333
428,0.028138706
429,0.027693257
430,0.027816612
431,0.029159814
432,0.030544134
433,0.032058662
434,0.032689145
435,0.032929002
436,0.033024945
437,0.032469846
438,0.031825658
439,0.032360197
440,0.033456689
441,0.033559485
442,0.033052357
443,0.031345943
444,0.030605811
445,0.030270011
446,0.029756031
447,0.029557292
448,0.030270011
449,0.031023849
450,0.031441886
451,0.032922149
452,0.034443531
453,0.03464227
454,0.035108279
455,0.035752467
456,0.035690789
457,0.035964912
458,0.034669682
459,0.031393914
460,0.028940515
461,0.027953673
462,0.027453399
463,0.026398026
464,0.025123355
465,0.024177632
466,0.023122259
467,0.022457511
468,0.022375274
469,0.022841283
470,0.023745888
471,0.024828673
472,0.026274671
473,0.027473958
474,0.028830866
475,0.029804002
476,0.0309142
477,0.031791393
478,0.03307977
479,0.032606908
480,0.03142818
481,0.031633772
482,0.032695998
483,0.033203125
484,0.033107182
485,0.031387061
486,0.029207785
487,0.02752193
488,0.025486568
489,0.024492873
490,0.023917215
491,0.024273575
492,0.025246711
493,0.025733279
494,0.026754386
495,0.02761102
496,0.028522478
497,0.028693805
498,0.02908443
499,0.029146107
500,0.029228344
501,0.028899397
502,0.028447094
503,0.028015351
504,0.027473958
505,0.027117599
506,0.026809211
507,0.02578125
508,0.025082237
509,0.02421875
510,0.024198191
511,0.024410636
512,0.024856086
