x,y
1,0.038288103
2,0.038404605
3,0.039295504
4,0.040638706
5,0.040851151
6,0.04020011
7,0.039514803
8,0.038466283
9,0.037774123
10,0.036574836
11,0.035930647
12,0.035718202
13,0.03723273
14,0.037849507
15,0.037452029
16,0.037157346
17,0.037013432
18,0.037417763
19,0.037849507
20,0.038651316
21,0.039836897
22,0.040302906
23,0.040933388
24,0.04113898
25,0.040563322
26,0.038493695
27,0.036437774
28,0.035814145
29,0.03575932
30,0.03558114
31,0.035204221
32,0.035115132
33,0.035313871
34,0.035115132
35,0.034930099
36,0.034841009
37,0.034834156
38,0.034594298
39,0.035677083
40,0.035992325
41,0.036197917
42,0.035992325
43,0.034971217
44,0.034539474
45,0.03488898
46,0.035402961
47,0.035080866
48,0.0359375
49,0.037527412
50,0.038760965
51,0.039597039
52,0.040672971
53,0.041666667
54,0.042489035
55,0.042852248
56,0.042715186
57,0.043085252
58,0.042907072
59,0.042221765
60,0.041899671
61,0.041488487
62,0.041392544
63,0.041234923
64,0.041509046
65,0.041022478
66,0.04089227
67,0.04053591
68,0.040720943
69,0.041694079
70,0.041810581
71,0.040953947
72,0.038253838
73,0.035882675
74,0.033621162
75,0.032216283
76,0.032099781
77,0.032017544
78,0.032867325
79,0.034210526
80,0.034779331
81,0.035971765
82,0.03638295
83,0.036019737
84,0.036184211
85,0.035279605
86,0.033936404
87,0.03368284
88,0.034621711
89,0.036047149
90,0.037349232
91,0.038603344
92,0.038870614
93,0.038836349
94,0.038479989
95,0.037150493
96,0.035553728
97,0.033847314
98,0.033216831
99,0.033395011
100,0.0331483
101,0.032195724
102,0.032565789
103,0.033956963
104,0.034902686
105,0.03638295
106,0.036143092
107,0.035622259
108,0.035622259
109,0.035889529
110,0.036341831
111,0.037404057
112,0.0375
113,0.036787281
114,0.036835252
115,0.03645148
116,0.035313871
117,0.034333882
118,0.034560033
119,0.034882127
120,0.035738761
121,0.036814693
122,0.037623355
123,0.037205318
124,0.036711897
125,0.035485197
126,0.034525768
127,0.034046053
128,0.03359375
129,0.033867873
130,0.034388706
131,0.035224781
132,0.0359375
133,0.037061404
134,0.038610197
135,0.040398849
136,0.041563871
137,0.042660362
138,0.043702029
139,0.043496436
140,0.045127467
141,0.045716831
142,0.048122259
143,0.049568257
144,0.049814967
145,0.049033717
146,0.04660773
147,0.043654057
148,0.040734649
149,0.038329221
150,0.037061404
151,0.035128838
152,0.036067708
153,0.037705592
154,0.039295504
155,0.040995066
156,0.043989857
157,0.047162829
158,0.05095943
159,0.053933662
160,0.054440789
161,0.05459841
162,0.054735471
163,0.054721765
164,0.05408443
165,0.053172971
166,0.052357456
167,0.050884046
168,0.048485471
169,0.047436952
170,0.047896107
171,0.048293586
172,0.049629934
173,0.049684759
174,0.04982182
175,0.049506579
176,0.048019463
177,0.046381579
178,0.044216009
179,0.044462719
180,0.045703125
181,0.046600877
182,0.04756716
183,0.048670504
184,0.050137061
185,0.051672149
186,0.053330592
187,0.053405976
188,0.050671601
189,0.047169682
190,0.045470121
191,0.045250822
192,0.044236568
193,0.043640351
194,0.043242873
195,0.04305784
196,0.042029879
197,0.041721491
198,0.041632401
199,0.04149534
200,0.042023026
201,0.042934485
202,0.044873904
203,0.045922423
204,0.046121162
205,0.047341009
206,0.048252467
207,0.048869243
208,0.049657346
209,0.050685307
210,0.050219298
211,0.049390077
212,0.047896107
213,0.046066338
214,0.043914474
215,0.042112116
216,0.040460526
217,0.039247533
218,0.039590186
219,0.039514803
220,0.039823191
221,0.04053591
222,0.040864857
223,0.040631853
224,0.03966557
225,0.040158991
226,0.040974507
227,0.042345121
228,0.04245477
229,0.042262884
230,0.042221765
231,0.042256031
232,0.042166941
233,0.042214912
234,0.042358827
235,0.042077851
236,0.041639254
237,0.041721491
238,0.0421875
239,0.042427357
240,0.042982456
241,0.04426398
242,0.045106908
243,0.045977248
244,0.046162281
245,0.046313048
246,0.046498081
247,0.048218202
248,0.049205044
249,0.049232456
250,0.049540844
251,0.049205044
252,0.048554002
253,0.047012061
254,0.04609375
255,0.045004112
256,0.043181195
257,0.042194353
258,0.042708333
259,0.044250274
260,0.045106908
261,0.045716831
262,0.047498629
263,0.05
264,0.051809211
265,0.053488213
266,0.054872533
267,0.055996436
268,0.056345943
269,0.056051261
270,0.056661184
271,0.057689145
272,0.058367599
273,0.057826206
274,0.056551535
275,0.056914748
276,0.056181469
277,0.055633224
278,0.055962171
279,0.05633909
280,0.055338542
281,0.053769189
282,0.052837171
283,0.050109649
284,0.04723136
285,0.043811678
286,0.043126371
287,0.043743147
288,0.045086349
289,0.046916118
290,0.048814419
291,0.050143914
292,0.05113761
293,0.051274671
294,0.05060307
295,0.048972039
296,0.047752193
297,0.046950384
298,0.045764803
299,0.04419545
300,0.042639803
301,0.042201206
302,0.042331414
303,0.041159539
304,0.040741502
305,0.040515351
306,0.040453673
307,0.0418517
308,0.043907621
309,0.045518092
310,0.047765899
311,0.048848684
312,0.048876096
313,0.047704221
314,0.046916118
315,0.047663103
316,0.046018366
317,0.044654605
318,0.043379934
319,0.040734649
320,0.039747807
321,0.037979715
322,0.037198465
323,0.03705455
324,0.037726151
325,0.038445724
326,0.037493147
327,0.037465735
328,0.036581689
329,0.035779879
330,0.034457237
331,0.035272752
332,0.035498904
333,0.036081414
334,0.037685033
335,0.039179002
336,0.039425713
337,0.037637061
338,0.035204221
339,0.033072917
340,0.032229989
341,0.031092379
342,0.03082511
343,0.031366502
344,0.033628015
345,0.035567434
346,0.038034539
347,0.038829496
348,0.039802632
349,0.040254934
350,0.039384594
351,0.039617599
352,0.040138432
353,0.041947643
354,0.042900219
355,0.041961349
356,0.040590735
357,0.041132127
358,0.042667215
359,0.043900768
360,0.045127467
361,0.045785362
362,0.04566886
363,0.045566064
364,0.045586623
365,0.044394189
366,0.044003564
367,0.044380482
368,0.045298794
369,0.046977796
370,0.047738487
371,0.04747807
372,0.047066886
373,0.046511787
374,0.045723684
375,0.044942434
376,0.044229715
377,0.043119518
378,0.042468476
379,0.041502193
380,0.041022478
381,0.040864857
382,0.040529057
383,0.04107045
384,0.041241776
385,0.041529605
386,0.041522752
387,0.041262336
388,0.040076754
389,0.039336623
390,0.03984375
